CONTAS REGIONAIS DO BRASIL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Ano de referência 2010,,,,,
Valor Bruto da Produção 2010-2021,,,,,
Região Norte,,,,,
Educação e saúde privadas,,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,5405.37808189345
2011,5405.37808189345,1.080657105139428,5841.36023016309,1.0194649334843497,5955.06191850134
2012,5955.06191850134,1.0656256920527285,6345.86697811984,1.1432865535193004,7255.14438650657
2013,7255.14438650657,0.9690780352095235,7030.80106723719,1.0602098826009976,7454.12477408651
2014,7454.12477408651,1.0705743645134984,7980.19489302199,1.1147284981515824,8895.75066805533
2015,8895.75066805533,1.0419625971207929,9269.039469425961,1.0668568886181662,9888.73860883076
2016,9888.73860883076,1.008004941816733,9967.897386035329,1.1450186267983826,11413.42817702536
2017,11413.42817702536,1.0164018259926457,11600.629239964492,1.0360071962899986,12018.33537409539
2018,12018.33537409539,1.048086174506528,12596.251146172119,1.030026512329922,12974.472636523451
2019,12974.472636523451,1.0138249707197595,13153.844340827709,1.0559695582015747,13890.05919723612
2020,13890.05919723612,0.9406912545818054,13066.25721246359,1.0627286634492756,13885.88606368589
2021,13885.88606368589,1.1195493682653597,15545.934970404302,1.0226285355543039,15897.71671260699
,,,,,
,,,,,
Consumo intermediário 2010-2021,,,,,
Região Norte,,,,,
Educação e saúde privadas,,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,2252.1035906524
2011,2252.1035906524,1.0731887941638607,2416.93233678435,0.9884277182223594,2388.9629147455903
2012,2388.9629147455903,1.0697902025611792,2555.68912047683,1.0635048441141186,2717.9877596768597
2013,2717.9877596768597,0.970481919965376,2637.75797945359,1.055064943354996,2783.0059731763904
2014,2783.0059731763904,1.0969046905282682,3052.69230574537,1.0834159273641746,3307.3354653866
2015,3307.3354653866,1.048762883396737,3468.6106790391405,1.0648828489763005,3693.66402188482
2016,3693.66402188482,1.0189833923825833,3763.78229534169,1.1389151729983717,4286.628764027289
2017,4286.628764027289,1.027518476938032,4404.590258812081,1.0441910827853815,4599.23387157493
2018,4599.23387157493,1.0606737575308065,4878.28667232634,1.0301201272321847,5025.221287571881
2019,5025.221287571881,1.02113153363249,5131.41192022091,1.059318744597948,5435.80083334336
2020,5435.80083334336,0.918353290782281,4991.985583337941,1.0797016200489928,5389.854921591191
2021,5389.854921591191,1.1088348008758337,5976.4587087322,1.0905025231504293,6517.34330137682
,,,,,
,,,,,
Valor Adicionado Bruto 2010-2021,,,,,
Região Norte,,,,,
Educação e saúde privadas,,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,3153.27449124105
2011,3153.27449124105,1.0859910556124694,3424.42789337874,1.0413707383504662,3566.09900375575
2012,3566.09900375575,1.0628358477011615,3790.1778576430097,1.197082774804458,4537.15662682971
2013,4537.15662682971,0.9682370367833636,4393.0430877836,1.0632991089706831,4671.11880091012
2014,4671.11880091012,1.0548870189977926,4927.50258727662,1.1341272995165264,5588.41520266873
2015,5588.41520266873,1.037938052207868,5800.42879038682,1.0680373487582806,6195.074586945939
2016,6195.074586945939,1.0014593050690221,6204.11509069364,1.1487213420151545,7126.79941299807
2017,7126.79941299807,1.0097153805154189,7196.03898115241,1.0309979590094338,7419.10150252046
2018,7419.10150252046,1.040282906390186,7717.964473845779,1.0299673412451642,7949.25134895157
2019,7949.25134895157,1.009206033177562,8022.4324206067995,1.0538273083082323,8454.25836389276
2020,8454.25836389276,0.9550538062108448,8074.27162912565,1.0522349918781122,8496.0311420947
2021,8496.0311420947,1.1263466554705615,9569.4762616721,0.9802389550618013,9380.373411230172
"Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA.",,,,,
